Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target,Revenue target change,Operating Income target change
142.434,60.299,39.902,3.408,0.182219997048378,98.33,0.0483370922951338,0.0,215.083008,2056.515984,2271.599104,239.612992,1758.680064,1998.293056,273.305984,113.017,-111.167,-1.466,2015-03-31,AMPY,136.236,40.936,-6.1980000000000075,1.033999999999999
136.236,58.833,40.936,-3.917,-0.0676999986171722,96.191,0.0485589383805101,0.0,292.863008,1503.375032,1796.237952,175.484992,1943.549952,2119.034944,-322.796992,25.633,-38.827,152.29,2015-06-30,AMPY,111.302,34.049,-24.933999999999983,-6.8870000000000005
111.302,47.403,34.049,-6.503,-0.9730799794197084,78.763,0.0293493608639533,0.0,271.158016,1026.902984,1298.061056,174.952992,1939.118976,2114.071968,-816.010944,97.242,-81.414,-0.082,2015-09-30,AMPY,101.882,30.266,-9.420000000000002,-3.7830000000000013
101.882,43.593,30.266,-10.868,-6.372031211853027,70.512,-0.0418073277595415,0.0,145.802,533.364992,679.166976,1984.56,20.673,2005.233,-1326.066048,-22.509,-63.148,-0.033,2015-12-31,AMPY,51.961,-4.764,-49.92100000000001,-35.03
51.961,10.945,-4.764,-48.919,-8.902338027954102,20.071,-0.1128252752935635,0.0,344.702016,438.143,782.844992,2265.100032,22.255,2287.355032,-1504.510016,29.855,-58.654,249.132,2016-03-31,AMPY,62.559,18.16,10.597999999999999,22.924
62.559,27.368,18.16,-0.655,0.2432119995355606,36.798,-0.1312050689512396,0.0,333.884992,395.408992,729.294016,320.976,1903.425024,2224.401024,-1495.106944,21.706,-41.77,0.199,2016-06-30,AMPY,64.193,22.731,1.6340000000000003,4.5710000000000015
64.193,30.335,22.731,20.063,-0.0369190014898777,38.487,-0.1600717249898499,0.0,328.044992,367.647,695.692032,326.214016,1902.567936,2228.781952,-1533.090112,26.683,-28.648,0.0,2016-09-30,AMPY,63.039,15.816,-1.1539999999999964,-6.915000000000001
63.039,28.077,15.816,14.432,-0.0637020021677017,31.863,-0.0209401254734318,0.0,123.889,637.050008,760.939008,56.252,142.872992,199.124992,561.814032,7.397,-27.581,-182.574,2016-12-31,AMPY,60.15,14.597,-2.889000000000003,-1.2190000000000012
60.15,28.68,14.597,13.62,0.5907859802246094,29.939,0.0407996403594183,0.0,132.963,656.375032,789.337984,62.045,143.204,205.249,584.088984,32.373,-24.758,0.0,2017-03-31,AMPY,53.186,7.477,-6.963999999999999,-7.119999999999999
53.186,20.385,7.477,6.249,0.3359040021896362,23.436,0.0499468295995868,0.0,131.592,670.055976,801.648,59.471,143.506,202.977,598.671,30.804,-29.611,-0.997,2017-06-30,AMPY,56.215,11.812,3.0290000000000035,4.334999999999999
56.215,25.118,11.812,10.163,0.3082189857959747,26.982,0.0619888570996995,0.0,114.864,690.175008,805.038976,56.467,142.975008,199.442008,605.597008,26.14,-34.237,-0.004,2017-09-30,AMPY,53.344,8.763,-2.871000000000002,-3.0489999999999995
53.344,33.716,8.763,12.142,0.3725830018520355,28.124,0.0601897631500005,0.0832718274440998,106.688,581.440016,688.128,57.822,144.719008,202.541008,485.587024,30.285,-37.358,-0.977,2017-12-31,AMPY,52.844,9.751,-0.5,0.9879999999999995
52.844,22.526,9.751,7.943,0.2730009853839874,24.964,0.0463904359703406,0.0608600249444391,45.969,599.652976,645.622016,58.247,95.447,153.694,491.927992,22.147,-31.758,-50.459,2018-03-31,AMPY,53.672,11.426,0.8279999999999959,1.6750000000000007
53.672,19.986,11.426,10.129,0.3030979931354522,27.91,0.045705701992183,0.0585144610005378,43.904,558.682008,602.585984,71.092,39.503,110.595,491.991016,27.145,20.702,-50.019,2018-06-30,AMPY,85.522,-16.952,31.85000000000001,-28.378
85.522,44.662,-16.952,-22.29,-0.7240729928016663,-3.597,0.0085482795587944,0.0107136786309825,41.125,568.874008,609.998976,64.235,40.805,105.04,504.958984,67.318,-16.935,17.654,2018-09-30,AMPY,75.702,17.31,-9.820000000000007,34.262
75.702,32.178,17.31,-25.322,-0.5541189908981323,29.712,0.0916886886809588,0.1496107468449707,105.597,731.245992,836.843008,50.418,369.867008,420.285008,416.558008,25.171,51.657,-38.986,2018-12-31,AMPY,65.155,4.692,-10.546999999999997,-12.617999999999999
65.155,23.768,4.692,0.79,-0.2671220004558563,15.858,-0.0456134380989565,-0.0625890419975953,23.709,549.088016,572.796992,27.653,71.595,99.248,473.549,10.8,-10.5,-25.128,2019-03-31,AMPY,59.532,4.076,-5.623000000000005,-0.6160000000000005
59.532,18.995,4.076,-0.346,0.1263699978590011,16.989,-0.0558716871954045,-0.0752598240873022,22.724,513.906008,536.630016,26.219,72.85,99.069,437.560984,22.499,66.925,-95.598,2019-06-30,AMPY,72.959,-0.696,13.427000000000007,-4.771999999999999
72.959,24.365,-0.696,-6.076,-0.1140730008482933,16.333,0.0004902179519771,-0.0014097405138575,76.915,837.713984,914.628992,59.762,374.822016,434.584016,480.044984,0.57,66.005,-102.327,2019-09-30,AMPY,77.929,8.399,4.969999999999999,9.094999999999999
77.929,24.555,8.399,4.683,-0.0517890006303787,24.546,0.0002588221270748,0.0005215541159811,52.587,824.952024,877.539008,61.088,382.244,443.332,434.207016,21.395,-11.596,-17.207,2019-12-31,AMPY,58.136,1.122,-19.793,-7.276999999999999
58.136,5.343999999999998,1.122,-6.323,-2.184515953063965,16.678,-0.1833268244680904,-0.3700859113778715,116.381,390.743984,507.124992,55.658,389.371008,445.029008,62.096,13.089,-12.72,1.2,2020-03-31,AMPY,35.171,-15.407,-22.965000000000003,-16.529
3921.999872,2085.999872,1974.0,1928.999936,2.865164041519165,2910.000128,0.0936179863565914,0.1678031863657862,4000.999936,40865.000704,44865.998848,3956.999936,15710.999552,19667.999488,25198.000384,1979.000064,-1748.999936,-8.0,2011-03-31,APA,4386.999808,2227.000064,4386.999808,2227.000064
4386.999808,2329.999872,2227.000064,2185.999872,3.2577829360961914,3256.0,0.10227723703719,0.1793172622040615,4899.999744,41628.999168,46528.999424,4483.999744,15377.999872,19861.999616,26667.000064,2744.999936,-1628.0,-366.0,2011-06-30,APA,4302.000128,2108.999936,-84.9996799999999,-118.00012799999968
4302.000128,2221.000192,2108.999936,2072.0,2.46274995803833,3174.000128,0.098903752220922,0.1729426160756088,4576.0,42906.001024,47481.99936,4024.0,15555.00032,19579.00032,27903.000832,2447.000064,-2248.999936,-719.0,2011-09-30,APA,4288.0,2035.000064,-14.000127999999677,-73.9998720000001
4288.0,2167.000064,2035.000064,2000.0,3.1253750324249268,3208.999936,0.0977030851404343,0.180224278843345,4802.999808,47247.999488,52051.001344,4962.999808,18094.999552,23057.99936,28993.000704,2782.000128,-3019.000064,-54.0,2011-12-31,APA,4496.0,2087.000064,208.0,51.99999999999977
4496.0,2215.000064,2087.000064,2047.000064,2.9197990894317627,3827.000064,0.0956566080928725,0.1759888669206401,4953.999872,48283.001344,53236.998144,4697.999872,18823.999488,23521.99936,29714.999552,2007.000064,-2641.999872,585.0,2012-03-31,APA,3892.999936,1440.999936,-603.0000639999998,-646.0001279999999
3892.999936,1572.999936,1440.999936,1396.0,1.98474395275116,3372.999936,0.0808301045738272,0.1500163923767355,4639.000064,52577.999104,57216.999424,5120.999936,21422.999552,26543.999488,30673.000704,2792.0,-4944.0,2268.0,2012-06-30,APA,4095.000064,1556.999936,202.00012799999968,116.0
4095.000064,1680.999936,1556.999936,1516.999936,1.6527479887008667,3585.999872,0.072897301446097,0.1352563020176189,5043.999744,53766.000128,58809.99936,5390.000128,22705.999872,28096.0,30714.00064,1623.000064,-2974.000128,1308.0,2012-09-30,APA,4405.000192,1804.0,310.0001280000006,247.00006400000007
4405.000192,1872.000256,1804.0,1764.0,1.814447045326233,3184.0,0.061779621524925,0.1177812314552621,4961.999872,55774.998016,60736.999424,5536.0,23869.999104,29405.999104,31331.000576,2082.0,-2864.0,624.0,2012-12-31,APA,4103.000064,1592.0,-302.0001280000006,-212.0
4103.000064,1704.0,1592.0,1536.999936,1.985980033874512,2961.999872,0.0523528845590959,0.0990767615446935,4848.0,56943.998464,61792.002048,5561.999872,24242.999296,29804.999168,31987.000576,2620.999936,-2592.0,59.0,2013-03-31,APA,4036.999936,1468.999936,-66.00012799999968,-123.00006400000007
4036.999936,1595.000064,1468.999936,1416.999936,2.157646894454956,2696.0,0.0513805597227927,0.0991598289237788,4758.000128,58592.000768,63350.001664,5158.000128,25471.000576,30629.000704,32720.99968,2759.000064,-2772.0,-51.0,2013-06-30,APA,4228.999936,1648.0,192.0,179.00006400000007
4228.999936,1766.999808,1648.0,1598.0,2.603666067123413,2904.0,0.0584465225544928,0.1093679950695616,6016.0,54223.000576,60238.999552,4522.999808,22734.999552,27257.99936,32981.000192,1978.0,1030.0,-1940.999936,2013-09-30,APA,3660.0,1246.0,-568.9999360000002,-402.0
3660.0,1372.9999359999997,1246.0,1227.000064,0.9636660218238832,1914.0,0.0448788118005259,0.0851023658931306,6366.000128,55271.001088,61637.001216,4700.000256,21543.999488,26243.999744,35392.99968,2476.999936,-2782.000128,960.0,2013-12-31,APA,3599.000064,1382.0,-60.99993600000016,136.0
3599.000064,1501.000064,1382.0,1355.000064,1.7787879705429075,2588.0,0.0491892633618364,0.0939193621103388,5463.000064,55657.998848,61120.999424,4355.999744,21588.000768,25944.000512,35177.000448,2292.999936,-1948.999936,-607.0,2014-03-31,APA,3288.999936,1195.000064,-310.0001279999997,-186.99993599999993
3288.999936,1292.9999360000002,1195.000064,1192.0,1.4961040019989014,2447.000064,0.0436552867234516,0.0844215488466847,5126.000128,56045.001728,61170.999296,4569.999872,21709.000704,26279.000576,34891.999232,2339.000064,-2542.000128,-916.0,2014-06-30,APA,3440.999936,1366.0,152.0,170.99993599999993
3440.999936,1449.999872,1366.0,992.0,1.2782150506973269,2640.999936,0.0355525491010484,0.0675559177365855,4425.999872,56563.999744,60990.001152,4306.999808,23697.000448,28004.000256,32985.999872,1896.0,-2449.999872,540.0,2014-09-30,APA,2683.000064,720.0,-757.9998720000003,-646.0
2683.000064,646.0001279999999,720.0,901.0,0.8816710114479065,1512.999936,0.0037282398802964,0.0073888056586972,6415.000064,49537.001216,55951.998976,3664.0,24150.99904,27814.99904,28136.999424,1428.999936,-1448.999936,189.0,2014-12-31,APA,1630.0,-138.0,-1053.0000639999998,-858.0
1630.0,-98.99993600000006,-138.0,-207.0,-0.4462330043315887,944.0,0.0261453394663942,0.0528613268177412,5905.999872,42744.000128,48649.998336,5493.000192,19751.999488,25244.99968,23404.999168,650.0,-2118.0,928.0,2015-03-31,APA,2019.000064,282.0,389.00006400000007,420.0
2019.000064,618.0001280000001,282.0,165.0,0.4634920060634613,820.0,0.0214960147706982,0.0429408484900974,5493.000192,29819.000832,35312.001024,2383.000064,15173.999616,17556.99968,17754.999808,1132.0,4391.000064,-2712.0,2015-06-30,APA,1526.0,-87.0,-493.00006400000007,-369.0
1526.0,5.000064000000083,-87.0,-208.0,-0.0873019993305206,785.0,0.0116438817770667,0.0254510548375859,4079.000064,23733.00096,27811.999744,2167.000064,13672.999936,15840.0,11972.0,711.0,-927.0,-1079.000064,2015-09-30,APA,1263.000064,-340.0,-262.99993599999993,-253.0
1263.000064,-185.999872,-340.0,-399.0,-0.0634920001029968,519.0,-0.0034762147469639,-0.0091218471303713,3752.0,15090.000064,18841.99936,1840.999936,12773.000192,14614.000128,4227.999616,262.0,-351.0,-99.0,2015-12-31,APA,1084.0,-217.0,-179.00006400000007,123.0
1084.0,-72.99993600000002,-217.0,-322.0,-0.8306879997253418,461.0,-0.0094679554945245,-0.0270351713293403,3222.000128,14456.999616,17678.999552,1598.0,12526.999552,14124.999552,3554.000896,239.0,-555.0,-147.0,2016-03-31,APA,1364.999936,-11.0,280.99993599999993,206.0
1364.999936,181.9998719999999,-11.0,-115.0,-0.2674140036106109,658.0,-0.0198129335946869,-0.0521026186489083,3292.0,21053.999552,24345.99936,1570.0,14080.0,15650.0,8696.000128,744.0,-411.0,-136.0,2016-06-30,APA,1438.0,134.0,73.00006400000007,145.0
1438.0,308.00000000000006,134.0,32.0,-0.0315789990127086,782.0,-0.0223700474868667,-0.0700331730578543,3272.0,19877.00064,23149.000704,1628.0,13571.999744,15199.999744,7949.000192,651.0,-396.0,-226.0,2016-09-30,APA,1451.000064,139.0,13.000064000000066,5.0
1451.000064,327.00006399999995,139.0,34.0,-0.0589470006525516,762.0,-0.0207925348339753,-0.0976828742624734,3240.999936,19277.999296,22518.99904,1843.000064,12997.000192,14840.000256,7679.000064,796.0,-298.0,-351.0,2016-12-31,APA,1536.999936,310.0,85.99987199999987,171.0
1536.999936,489.9999360000001,310.0,211.0,0.0815789997577667,886.0,-0.0050634168859124,-0.0242770400299486,3425.999872,19184.000256,22609.999872,1898.0,12888.999936,14786.999936,7823.000448,455.0,-93.0,-218.0,2017-03-31,APA,1404.999936,172.0,-132.0,-138.0
1404.999936,346.99993600000005,172.0,32.0,-0.2073490023612976,744.0,-0.0034932265675697,-0.0116800798196371,4647.000064,17954.999552,22602.000384,2872.999936,11463.999488,14336.999424,8264.999808,751.0,-436.0,-169.0,2017-06-30,APA,1362.0,161.0,-42.999935999999934,-11.0
1362.0,330.00000000000006,161.0,60.0,0.0320629999041557,720.0,-0.0024897741135789,-0.0083086053412462,3768.999936,18065.99904,21834.999808,2464.999936,10993.000448,13458.000384,8376.999808,554.0,-94.0,-185.0,2017-09-30,APA,1592.0,415.0,230.0,254.0
1592.0,589.0,415.0,318.0,0.3283810019493103,988.0,0.0041403208808303,0.0134759038651985,3724.999936,18197.000576,21922.000896,2564.0,10567.000064,13131.000064,8791.000576,668.0,-793.0,-149.0,2017-12-31,APA,1691.000064,447.0,99.00006400000007,32.0
1691.000064,621.000064,447.0,348.0,0.298429012298584,1000.0,0.0078827052649388,0.0252034275500094,3252.999936,18538.00064,21791.000576,2342.000128,10579.999744,12921.999872,8868.99968,615.0,-890.0,-316.0,2018-03-31,APA,1872.0,578.0,180.99993599999993,131.0
1872.0,750.0,578.0,484.0,0.4736360013484955,1186.0,0.0195452911574406,0.0598390564775222,3139.000064,18771.0,21909.999616,2312.0,10602.999808,12914.999808,8994.999552,1112.999936,-1024.0,-194.0,2018-06-30,APA,1998.0,670.0,126.0,92.0
1998.0,829.000064,670.0,572.0,0.6100000143051147,1280.0,0.0300194486196372,0.0897216740884435,2784.999936,19084.999616,21870.000128,2207.000064,10716.99968,12923.999744,8945.999744,1006.0,-926.0,-459.0,2018-09-30,APA,1736.999936,358.0,-261.00006400000007,-312.0
1736.999936,582.9999360000002,358.0,265.0,0.369392991065979,992.0,0.0308017646298959,0.0921215397675718,2687.000064,18895.000192,21582.000128,2200.999936,10568.999936,12769.999872,8812.000384,1043.0,-1104.0,182.0,2018-12-31,APA,1699.000064,335.759488,-37.99987199999987,-22.240512000000024
1699.000064,522.000128,335.759488,238.759488,0.111064001917839,1036.759488,0.0274567087075324,0.0825008636974788,2504.0,19246.999296,21750.99904,2374.000128,10768.0,13142.000128,8609.000192,598.0,-938.0,-47.0,2019-03-31,APA,1622.0,385.0,-77.00006400000007,49.240512000000024
1622.0,482.9999360000001,385.0,287.0,0.4060479998588562,987.0,0.0261579286004307,0.0805806522514362,2791.000064,19015.00032,21806.000128,2262.000128,10869.000192,13131.00032,8675.000064,856.0,-894.0,260.0,2019-06-30,APA,1486.0,123.0,-136.0,-262.0
1486.0,288.00000000000006,123.0,28.0,-0.2838200032711029,887.0,0.0106186020112945,0.0330281021493143,1971.000064,19433.999104,21404.99968,1920.999936,11077.000192,12998.000128,8407.000704,635.0,-951.0,-70.0,2019-09-30,APA,1755.000064,317.0,269.00006400000007,194.0
1755.000064,522.0001279999999,317.0,212.0,0.6445620059967041,1092.999936,0.0108846277192863,0.0415984575217998,1960.999936,16146.000128,18107.000832,1855.000064,11232.0,13087.000064,5020.0,778.0,-663.0,-31.0,2019-12-31,APA,1254.0,33.0,-501.00006400000007,-284.0
1254.0,222.00000000000009,33.0,33.0,0.3331219851970672,599.0,0.0239030229826263,0.0,1908.0,11482.999808,13390.999552,2024.999936,11020.99968,13045.999616,344.999936,502.0,-509.0,188.0,2020-03-31,APA,596.0,-369.0,-658.0,-402.0
96.068,34.724,25.234,10.181,-0.1800000071525573,59.685,0.0,0.0,144.324992,2339.095064,2483.419904,174.412992,801.395008,975.808,1507.612032,70.167,-120.678,41.523,2011-03-31,AR,114.714,33.516,114.714,33.516
114.714,44.027,33.516,17.91,0.2541869878768921,73.33,0.0166113551233134,0.0278464100836866,174.123008,2569.493888,2743.617024,172.786,989.014016,1161.800016,1581.81696,41.736,-192.412,154.619008,2011-06-30,AR,132.412,43.738,17.698000000000008,10.222000000000001
132.412,52.247,43.738,23.13,0.3678329885005951,86.738,0.0143990982158299,0.0257090659454049,228.132,2982.428064,3210.56,202.36,1315.305984,1517.665984,1692.893952,86.543,-374.392,288.086016,2011-09-30,AR,161.092,50.989,28.680000000000007,7.250999999999998
161.092,65.697,50.989,27.852,1.1299999952316284,104.245,0.0,0.0,333.641984,3455.157976,3788.8,255.058,1574.936064,1829.994064,1958.806016,67.861,-213.767008,145.068992,2011-12-31,AR,92.034,48.915,-69.058,-2.073999999999998
92.034,59.892,48.915,24.545,0.0,97.443,0.011539289364259,0.022133755264534,274.606016,3344.187032,3618.79296,376.296,1568.760064,1945.056064,1673.73696,100.491,124.699,-222.04,2012-03-31,AR,0.0,0.0,-92.034,-48.915
181.526,90.238,73.159,-148.782,0.0,113.787,-0.026779191631352,-0.0625894178079481,195.044,3897.834976,4092.879104,473.104,1994.034944,2467.138944,1625.740032,110.207,-547.884992,423.495008,2013-03-31,AR,205.807008,71.852,24.281007999999986,-1.3070000000000022
205.807008,92.719008,71.852,38.384,0.0,165.336,0.0,0.0,327.904992,4497.242976,4825.147904,477.531008,2590.683904,3068.214912,1756.932992,192.396992,-1178.407936,977.889024,2013-06-30,AR,269.588,110.879,63.780992000000026,39.027
269.588,130.694,110.879,26.401,0.05570700019598,270.326016,0.0,0.0,359.512992,5312.694912,5672.207872,586.884992,3207.495936,3794.380928,1877.826944,331.936992,-1864.883968,1525.542016,2013-09-30,AR,656.014016,96.046,386.42601599999995,-14.832999999999998
656.014016,485.995008,96.046,-431.42,-1.0815000534057615,171.54,0.0,0.0,333.564,6280.016832,6613.5808,622.228992,2392.691968,3014.92096,3598.66,202.77,-808.707968,611.841024,2013-12-31,AR,416.064992,145.176,-239.94902399999995,49.12999999999998
416.064992,215.138992,145.176,113.834,0.2262549996376037,236.684,-0.03507985494022,-0.0763462435283955,321.921984,6812.535168,7134.456832,760.806016,2840.61312,3601.419136,3533.037896,274.307008,-735.513024,456.299008,2014-03-31,AR,436.056992,120.419,19.991999999999962,-24.75699999999999
436.056992,200.377984,120.419,83.159,0.1780260056257248,225.882,-0.0258994480672315,-0.0631297377352201,387.228,7657.980096,8045.208064,860.713984,3661.266944,4521.980928,3523.227008,222.368,-1018.358016,801.329024,2014-06-30,AR,510.966016,76.966,74.90902400000004,-43.453
510.966016,227.085024,76.966,34.511,0.1936350017786026,201.91,-0.0174169793601465,-0.0463733654032411,502.703008,8813.17696,9315.879936,1064.035968,4500.422144,5564.458112,3751.421952,302.071008,-1070.601024,756.918976,2014-09-30,AR,585.126976,141.55,74.16095999999999,64.58400000000002
585.126976,247.773984,141.55,14.105,-0.0653190016746521,298.801984,0.0125917558841328,0.0286888270404327,1252.16,10321.335104,11573.494784,894.732032,5204.93312,6099.665152,5473.83008,199.375008,-1265.177984,1305.474048,2014-12-31,AR,654.972992,142.522,69.84601599999996,0.97199999999998
654.972992,276.2910079999999,142.522,89.337,0.1802749931812286,325.222016,0.0204051633276343,0.0450976998500204,1188.029952,11293.921024,12481.95072,1053.993024,4993.682944,6047.675968,6434.275072,351.393984,-739.235968,327.353984,2015-03-31,AR,574.820992,62.634,-80.15199999999993,-79.88799999999999
574.820992,201.505984,62.634,2.811,-0.0164080001413822,240.088,0.0074773323351322,0.0176003600271771,1017.179008,11515.302528,12532.481024,966.182976,5256.851968,6223.034944,6309.446016,243.714,-599.542016,313.623008,2015-06-30,AR,570.182976,76.717,-4.638015999999993,14.082999999999998
570.182976,199.287968,76.717,15.796,-0.002597999991849,265.803008,0.0022252769843555,0.0053470802350686,1040.328,12536.745728,13577.073664,1025.769024,5440.881152,6466.650176,7110.424064,246.046,-498.086016,136.164,2015-09-30,AR,629.952,126.336,59.769023999999945,49.619
629.952,267.728992,126.336,65.865,0.1540849953889846,288.513984,0.0072666079140793,0.0181195151323448,1248.236032,12906.988032,14155.224064,707.270016,6161.275904,6868.54592,7286.678016,169.780992,-461.295008,287.576992,2015-12-31,AR,765.427008,138.698,135.475008,12.362000000000009
765.427008,333.932,138.698,75.414,0.1152630001306533,330.878016,0.0049721197784033,0.0116750272414092,1238.339968,13050.371968,14288.71168,645.084032,6223.284224,6868.368256,7420.343936,340.168,-519.295008,195.524,2016-03-31,AR,727.936,109.142,-37.491007999999965,-29.55600000000001
727.936,294.39299199999994,109.142,47.031,0.0878780037164688,307.124,0.0074357192829956,0.0169403250615123,669.784,12888.996352,13558.779904,569.432,5388.448768,5957.880768,7600.898816,238.538,-519.064,268.907008,2016-06-30,AR,782.881024,145.463008,54.94502399999999,36.321008000000006
782.881024,318.817024,145.463008,87.251,0.1241829991340637,345.204,0.0099325722964721,0.0226729928010404,695.470976,13933.782272,14629.25312,611.904,6037.066752,6648.970752,7980.282112,326.991008,-936.307968,599.577984,2016-09-30,AR,887.910016,215.396992,105.02899200000002,69.93398400000001
887.910016,405.150016,215.396992,145.936992,-0.9785209894180298,437.84,0.0103298770581127,0.0240616053058271,402.587008,13852.962816,14255.550464,817.388032,5709.583872,6526.971904,7728.57792,335.559008,-420.471008,98.01,2016-12-31,AR,801.652992,134.316,-86.257024,-81.08099200000001
801.652992,291.113984,134.316,69.877,0.1274709999561309,337.681984,0.0107344932138256,0.0228666615844762,503.697984,14384.956416,14888.653824,723.436032,5911.265792,6634.701824,8253.952128,393.939008,-688.473024,262.924,2017-03-31,AR,735.811968,84.365,-65.84102400000006,-49.95100000000001
735.811968,227.68896000000004,84.365,19.406,-0.0976099967956543,286.196,0.0069712516571014,0.0145502186652351,735.883008,14706.337792,15442.221056,693.059968,6446.299136,7139.359104,8302.861824,253.647008,-634.734976,495.612,2017-06-30,AR,775.315968,96.384,39.50400000000002,12.019000000000005
775.315968,239.06995200000003,96.384,33.358,-0.0980840027332305,304.009984,0.0021583180271736,0.0044690948288426,610.953024,14238.261504,14849.214464,717.676032,5744.275968,6461.952,8387.262144,1045.222016,-550.764992,-510.952992,2017-09-30,AR,919.843968,185.108,144.52800000000002,88.724
919.843968,368.314944,185.108,129.025,0.1854359954595565,399.504992,0.016995803546788,0.0348093663335495,833.086976,14428.403328,15261.490176,762.096,5623.258112,6385.354112,8876.135808,313.483008,-513.323008,204.587008,2017-12-31,AR,1122.813056,291.742016,202.96908799999994,106.63401599999997
1122.813056,549.396032,291.742016,235.178,0.3948059976100921,520.676,0.0081556160788085,0.0156265118986033,800.033984,14622.81472,15422.849024,789.852992,5711.898112,6501.751104,8921.097856,541.548992,-563.569024,16.732,2018-03-31,AR,1014.118016,134.366,-108.69503999999995,-157.37601599999996
1014.118016,411.52704,134.366,74.281,-0.0288939997553825,373.116,0.0092542600774173,0.0183327267782162,834.929984,14855.676928,15690.606592,788.732992,6098.962944,6887.695936,8802.91104,297.391008,-608.777984,338.841984,2018-06-30,AR,1074.638976,225.163008,60.520959999999945,90.79700799999998
1074.638976,437.451968,225.163008,161.34,0.1902790069580078,469.06,0.015378993421142,0.0302771182649676,906.632,14895.90336,15802.534912,813.870976,6317.512192,7131.383168,8671.151808,421.457984,-597.992,125.926,2018-09-30,AR,1242.779008,293.868992,168.14003200000002,68.705984
