Revenue,Gross Profit,Operating Income,Pretax Income,Diluted EPS,EBITDA,ROA,ROE,Total Current Assets,Total Long-Term Assets,Total Assets,Total Current Liabilities,Total Noncurrent Liabilities,Total Liabilities,Total Equity,Cash from Operations,Cash from Investing Activities,Cash from Financing Activities,Date,Company,Revenue target,Operating Income target
839,366,286,215,0.9962329864501953,498,0.039315122029099835,0.0791903709395966,1196.413952,12564.882816,13761.297408,971.865984,5523.359744,6495.225728,7266.071008,360,-707,548,2013-03-31,PXD,879.209024,283.790016
879.209024,393.128032,283.790016,242.144,1.1091309785842896,533.38,0.03952284521681825,0.08010968202482492,1465.191936,12697.3952,14162.586624,1012.128,5502.302208,6514.430208,7648.156752,575.785984,-106.52,-203.939008,2013-06-30,PXD,936.556032,305.556
936.556032,427.556032,305.556,268.556,1.174028992652893,475.203008,0.04152929743350106,0.08504194730118578,1533.261056,13011.68352,14544.944128,1214.811008,5567.382016,6782.193024,7762.75104,669.139968,-648.304,27.935,2013-09-30,PXD,978.4,257.4
978.4,403.4,257.4,141.947008,0.7234929800033569,496.4,0.045956654203566906,0.09483088694030732,1730,10564.000384,12293.999616,1250,4429.000192,5679.000192,6614.999872,541,-678,-214,2013-12-31,PXD,1019,316
1019,443,316,276,1.3527270555496216,537,0.04715561055511563,0.08863966243666199,1542,10923.000064,12465.000448,1238,4503.000064,5741.000064,6723.999808,466,-626,24,2014-03-31,PXD,1136.999936,343
1136.999936,469.999936,343,399,1.7981820106506348,582,0.053445213317882725,0.10081527510976411,1380,11330,12709.999616,1464.999936,4495.000064,5960,6749.999936,717,-477,-52,2014-06-30,PXD,1172,355
1172,475,355,311,1.338600993156433,620,0.05393155587054438,0.10119449763143785,1491.000064,11781.000384,13272.000512,1439.000064,4680,6119.000064,7152.999808,615,-525,15,2014-09-30,PXD,1099.000064,138
1099.000064,364.000064,138,99,0.4243150055408478,460,0.04796162429750335,0.08461437451399327,2359.000064,12550.000192,14908.99968,1419.000064,4901.000192,6320.000256,8588.999936,568,-1071,978,2014-12-31,PXD,826,36
826,186,36,-3,-0.06812100112438202,346,0.03814709794996057,0.06607917982757694,1694,12652.999616,14346.999808,1162,4686.000128,5848.000128,8499.000064,104,-717,-29,2015-03-31,PXD,982,55
982,213,55,20,0.11577200144529343,384,0.02027927562080672,0.03481584865999012,1304.999936,12696.999936,14001.999872,1033,4661.000192,5694.000192,8308.000192,328,-489,-3,2015-06-30,PXD,1120.999936,26
1120.999936,189.999936,26,-17,-0.06979899853467941,390,0.00496865801969277,0.007339164989745428,2403.000064,12562.000384,14965.000192,1147.000064,4837.000192,5984.000256,8981.000128,357,-2,7,2015-09-30,PXD,1088.999936,-1
1088.999936,166.99993599999996,-1,-44,-0.12181200087070465,381,-0.004982869382041895,-0.00883827944439497,3193.999872,11959.999936,15153.999872,1462,5317.000192,6779.000192,8375.000256,466,-632,976,2015-12-31,PXD,850,-106.846152
850,64.00000000000001,-106.846152,-153.84616,-0.651852011680603,246.15384,-0.007248181492342281,-0.012827988202707865,4080.999936,12090.000448,16170.999808,1783.000064,4693.000192,6476.000256,9695.000128,110,-1463.000064,1574,2016-03-31,PXD,1140,1
1140,163.99999999999997,1,-49,-0.2216459959745407,385,-0.010658877209402187,-0.018222698197671593,4698.999808,12109.000192,16807.999488,1831.000064,4591.000064,6422.000128,10385.99968,409,-1126,930,2016-06-30,PXD,1271.000064,79
1271.000064,249.000064,79,36,0.4726470112800598,465,-0.00507829971396398,-0.008191565978680208,3454.000128,12871.000064,16325.000192,1376.999936,4517.000192,5894.000128,10431.000256,440,-925,-449,2016-09-30,PXD,1239.000064,172
1239.000064,349.000064,172,138,0.5026469826698303,529,-0.0033973365731549583,-0.0057212869061914464,3297.999872,13160.999872,16458.999808,1566,4481.999872,6047.999872,10411.000128,540,-306,-7,2016-12-31,PXD,1135.000064,93
1135.000064,270.000064,93,60,0.24911800026893616,430,0.010808270676691729,0.017225023880733166,2940,12809.000448,15749.000192,952,4448.999936,5400.999936,10347.99968,364,-298,-521,2017-03-31,PXD,1140.999936,68
1140.999936,233.99993599999996,68,49,0.2129410058259964,409,0.014924877243202097,0.023536423152681573,3064,13206.999744,16270.999552,1558,4111.000064,5669.000064,10601.999808,483,-479,-7,2017-06-30,PXD,1311.000064,147
1311.000064,304.000064,147,127,0.47058799862861633,502,0.015035071374734806,0.023459433952139487,2900.999936,13564.00032,16465.000448,1715.000064,4152.999936,5868,10596.999552,454,-485,7,2017-09-30,PXD,1778,349
1778,524.0000000000002,349,324,1.1761759519577026,716,0.02186360672989137,0.03319494418304272,3007.000064,13995.999616,17002.999808,2128,3596,5724,11278.999872,798,-530,-8,2017-12-31,PXD,2264,378
2264,560.0000000000001,378,360,1.6414040327072144,735,0.03664066279632317,0.055192749698009386,2824,14498.999616,17322.999808,2249.999872,3671.000064,5920.999936,11402.000448,555,-405,-45,2018-03-31,PXD,2240.999936,348.860768
2240.999936,520.0000000000001,348.860768,-110.13924,1.502864956855774,726.860736,0.04898576438076182,0.07426966908674733,2459.000064,14990.000448,17449.00096,2262.000128,3703.000064,5965.000192,11483.999872,899,-619,-489,2018-06-30,PXD,2275.000064,479.518976
2275.000064,655.9999999999999,479.518976,555.518976,2.0625150203704834,874.518976,0.06384064496175015,0.09756726734464334,2660,15364.00032,18023.999488,2224.999936,3904.999936,6129.999872,11894.000384,872,-751,6,2018-09-30,PXD,2036.999936,285
2036.999936,464.99993599999993,285,256,1.169590950012207,689,0.061937773209195406,0.0920248044903266,2580,15323.000256,17902.999552,1818,3974.000128,5792.000128,12110.999552,916,-835,-175,2018-12-31,PXD,2248,438
2248,577.9999999999999,438,409,1.8972779512405396,904,0.06377319516623081,0.09621706189327495,2504.999936,15850.000448,18354.999296,2532,3614.000128,6146.000128,12208.999936,604,-695,-223,2019-03-31,PXD,2384.999936,414
2384.999936,580.9999360000002,414,374,2.367202043533325,869,0.0718891842215008,0.10925678610988124,2175.000064,15931.000064,18105.99936,2524.999936,3704.999936,6229.999872,11875.999744,789,-325,-257,2019-06-30,PXD,2430.000128,443
2430.000128,552.0001280000001,443,414,1.9895210266113281,925,0.06956955564661056,0.1054989433883346,1923.000064,16154.999552,18077.999104,2460,3761.999872,6221.999872,11856.000512,894,-894,-205,2019-09-30,PXD,2654.000128,456
2654.000128,640.0001279999999,456,540,2.497891902923584,896,0.07152226847829957,0.10886625465590974,2191.000064,16897.000192,19087.998976,2496,4456,6952,12135.999744,828,-533,-103,2019-12-31,PXD,2051.000064,249
2051.000064,335.9999999999999,249,991,0.7921689748764038,683,0.06845158609133885,0.10493447752402842,2068.999936,16981.999872,19050.999808,2080,4760,6840,12211.00032,825,-681,9,2020-03-31,PXD,1268.999936,-95
1268.999936,64.99993600000002,-95,-96,-0.5180000066757202,321,0.044310786238772736,0.06765413352470605,1195.000064,16711.000192,17905.999872,1584,4582.000128,6166.000128,11740,329,-425,-513,2020-06-30,PXD,1776,46
1776,156.99993599999996,46,25,0.07665800303220749,439,0.023945414471667793,0.03748606055318387,2420,16557.000192,18976.999424,1688,5634.999808,7322.999808,11653.999872,392,-236,986,2020-09-30,PXD,1972,139.126576
1972,303.9999999999999,139.126576,181.126576,0.9812120199203491,535.126592,0.007431166583696216,0.012011812145910307,2595.000064,16634.000256,19228.99968,1906,5753.999872,7659.999872,11568.99968,537,-326,-101,2020-12-31,PXD,2743.000064,544
2743.000064,647.9999999999998,544,516,1.885714054107666,1018,0.0192967351595059,0.032060391253987484,2552,27798.999168,30350.999552,3243.000064,8961.999872,12204.999936,18146.000128,377,-348,-806,2021-03-31,PXD,3699.000064,857
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-03-31,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-06-30,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-09-30,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2011-12-31,REI,0.328003,-0.589127
0.328003,0.06818200000000002,-0.589127,-0.682962,-0.19317500293254852,-0.507999,0,0,8.042494,1.478666,9.52116,0.029477,0,0.029477,9.491683,-0.116525,-0.295629,0.525,2012-03-31,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-06-30,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-09-30,REI,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012-12-31,REI,1.151957,-0.96528
1.151957,0.602424,-0.96528,-0.96528,-0.07000000029802322,-0.621672,0,0,4.545033,23.981996,28.52703,0.681456,1.34538,2.026836,26.500194,-0.373422,-1.483066,0.45,2013-03-31,REI,1.291579,-0.890393
1.291579,0.609166,-0.890393,-0.890393,-0.05999999865889549,-0.493731,0,0,18.989034,29.499604,48.48864,2.031052,1.424556,3.455608,45.033029,1.743887,-5.846918,18.537272,2013-06-30,REI,2.820731,-0.143735
2.820731,1.467583,-0.143735,-0.131493,-0.009999999776482582,0.773381,0,0,9.658505,43.059952,52.718456,5.248034,1.680948,6.928982,45.789472,3.679061,-14.234975,-0.00839,2013-09-30,REI,5.051434,1.610084
5.051434,3.614263,1.610084,1.612658,0.07999999821186066,2.236789,0,0,56.305036,55.418384,111.723416,7.231643,1.886061,9.117704,102.605717,3.066882,-12.874223,54.290308,2013-12-31,REI,5.970452,1.824355
5.970452,3.368813,1.824355,1.867128,0.04989900067448616,3.354551,0.023183179153767493,0.025819603671630824,40.661184,76.586608,117.2478,9.669834,3.188311,12.858145,104.389654,7.525475,-22.103992,-0.039219,2014-03-31,REI,11.204238,4.459373
11.204238,6.09418,4.459373,4.478949,0.10999999940395355,7.937189,0.054278254129187936,0.059487832980228826,50.575076,99.980752,150.555824,8.65434,5.321143,13.975483,136.580344,5.507301,-26.433646,28.728852,2014-06-30,REI,10.929771,2.724204
10.929771,4.540334999999999,2.724204,2.740428,0.05999999865889549,7.219072,0.06982852234701621,0.07848654252972033,33.649764,121.565584,155.215344,9.157583,6.851067,16.00865,139.206701,8.955711,-25.47586,0.051644,2014-09-30,REI,9.984982,3.582346
9.984982,5.369976,3.582346,3.589737,0.10000000149011612,5.88726,0.060283169746552824,0.06869720556932868,15.083298,152.55816,167.641456,16.263051,8.835879,25.09893,142.542537,11.759578,-32.1926,-0.01159,2014-12-31,REI,6.045701,-1.549389
6.045701,0.1795979999999996,-1.549389,-1.548609,-0.03999999910593033,2.104909,0.04410571895602449,0.05092708060372423,8.854881,158.721472,167.576352,6.930803,18.361448,25.292251,142.284097,-6.048585,-9.786025,10.0625,2015-03-31,REI,8.97679,1.019686
8.97679,3.0634159999999997,1.019686,0.940683,0.019999999552965164,4.224719,0.019874495769301344,0.02427945344406704,13.59148,237.736208,251.32768,6.999288,51.937904,58.937192,192.390488,3.130929,-80.029232,79.815744,2015-06-30,REI,8.629007,-1.473514
8.629007,0.5291239999999998,-1.473514,-1.82242,-0.03999999910593033,3.194839,0.005546149400293325,0.006794305834860563,8.822127,243.048203,251.870336,7.52515,51.250384,58.775534,193.094796,3.54015,-9.343233,1.191609,2015-09-30,REI,7.362394,-1.998914
7.362394,0.22112599999999966,-1.998914,-2.313935,-0.05083499848842621,1.649193,-0.014335884518596763,-0.018248657587879843,8.714491,242.151755,250.86624,11.333167,53.301952,64.635119,186.231126,8.775058,-10.5046,5.0048,2015-12-31,REI,6.092388,-2.421394
6.092388,-0.20132200000000014,-2.421394,-2.834015,-0.04465299844741821,0.973233,-0.01670507333902796,-0.021548098318514813,7.213989,230.045138,237.25912,7.246986,58.449232,65.696218,171.562914,-1.741026,-3.901658,5.0225,2016-03-31,REI,7.104609,-0.064099
7.104609,1.8562879999999997,-0.064099,-0.076471,0.015592999756336212,2.515102,-0.013808249787163248,-0.016174776354267346,12.470305,216.100344,228.57064,3.554577,7.722019,11.276596,217.294056,-1.228159,-4.519292,10.264997,2016-06-30,REI,7.822543,0.527741
7.822543,2.4103199999999996,0.527741,0.438294,0.007817000150680542,3.095894,-0.007710015693195926,-0.009122866280438163,6.156163,221.177344,227.33352,7.435554,8.002787,15.438341,211.895164,7.864459,-13.933838,-0.010326,2016-09-30,REI,9.830708,1.438007
9.830708,3.442046,1.438007,1.359936,-0.009999999776482582,4.37934,-0.003238264937165615,-0.0037931189830605985,75.220912,232.376476,307.597408,9.099391,7.957035,17.056426,290.54096,6.319123,-15.985057,78.503312,2016-12-31,REI,12.243793,2.502852
12.243793,5.343963,2.502852,2.619531,0.029999999329447746,5.976871,0.0062041915753486415,0.007437337322702996,60.578588,260.572668,321.151264,18.56121,8.329654,26.890864,294.260384,11.016572,-26.537288,-0.147537,2017-03-31,REI,14.503309,2.621612
14.503309,4.987761,2.621612,2.668923,0.03999999910593033,7.758038,0.010888802392754342,0.011825411996763584,21.412508,308.519652,329.93216,24.523864,8.43471,32.958574,296.973576,7.105076,-50.377164,-0.009663,2017-06-30,REI,16.64393,4.292081
16.64393,6.661212,4.292081,4.377634,0.05717800185084343,9.115125,0.018605668649151714,0.020078200087215583,49.715496,340.398252,390.11376,21.639912,8.205194,29.845106,360.268648,10.180948,-40.702768,59.261592,2017-09-30,REI,23.188772,6.430699
23.188772,9.370196,6.430699,6.472239,0.09207399934530258,13.51499,0.03127769572212663,0.034881106797822824,29.123924,384.97855,414.102496,48.443448,9.055697,57.499145,356.603356,14.503608,-40.295744,-0.077437,2017-12-31,REI,28.416364,9.460094
28.416364,12.546073,9.460094,9.424564,0.11077900230884552,17.961472,0.04047311816843174,0.04408126164991181,61.250676,422.950458,484.201152,29.581056,9.447852,39.028908,445.172252,-13.664164,-36.128384,81.822064,2018-03-31,REI,27.522456,6.995133
27.522456,10.146364,6.995133,7.078124,0.0925389975309372,16.139248,0.047937064146553465,0.05341881545877579,26.545064,476.908421,503.453472,42.746096,9.815977,52.562073,450.891388,46.941976,-80.543936,-0.002993,2018-06-30,REI,29.964404,6.892256
29.964404,10.097372000000002,6.892256,6.857223,0.09724000096321106,17.82282,0.04998080687258154,0.05645321244067034,17.60286,516.05155,533.6544,48.910428,27.155216,76.065644,457.58876,18.726532,-45.382784,16.995948,2018-09-30,REI,23.008432,-0.367937
23.008432,3.0574220000000003,-0.367937,-0.710408,-0.02082899957895279,10.080892,0.03477678688635799,0.04165253870374992,16.844256,550.22142,567.065664,51.910432,52.555796,104.466228,462.599436,18.352976,-41.366208,22.606116,2018-12-31,REI,41.798316,10.235485
41.798316,17.161678,10.235485,9.474704,0.07177600264549255,23.16454,0.02172424268976308,0.03329155926672842,36.53278,888.663863,925.196672,92.976744,357.696544,450.673288,474.523342,9.829915,-55.586872,45,2019-03-31,REI,51.334224,17.636416
51.334224,22.507716,17.636416,13.377767,0.13249899446964264,32.508036,0.025459675851489776,0.03856570508882696,38.611148,922.655751,961.26688,67.756608,377.446528,445.203136,516.063716,25.581828,-293.585536,275.975936,2019-06-30,REI,50.339104,14.34241
50.339104,18.202448,14.34241,9.78591,0.10813699662685394,28.842104,0.026568617410525075,0.040391286846205035,33.811328,928.980336,962.79168,52.255304,383.791424,436.046728,526.744904,27.176468,-36.093752,5.93739,2019-09-30,REI,52.231184,17.922018
52.231184,23.056404,17.922018,1.51192,-0.0006549999816343188,32.751136,0.0420056179614191,0.06560293381817096,38.70854,934.297608,973.006144,59.092552,390.403648,449.4962,523.509938,44.028008,-37.774088,-3.848388,2019-12-31,REI,39.570328,10.081718
39.570328,13.406663999999997,10.081718,9.167353,0.09294000267982483,24.073908,0.027281366411193823,0.050668079849339555,64.792096,946.206048,1010.998144,40.392892,402.617408,443.0103,567.987848,27.537758,-24.943186,-0.067806,2020-03-31,REI,10.636593,-8.907754
10.636593,-4.438937999999999,-8.907754,-13.160793,-0.11954300105571747,-0.988388,0.00818338501050796,0.015574055857111467,39.761224,807.452134,847.213376,20.38958,392.621856,413.011436,434.201928,2.648325,-6.377027,8.427094,2020-06-30,REI,31.466544,6.511161
31.466544,9.30372,6.511161,2.053912,0.022317999973893166,18.21504,0.0006554052479904313,0.001228804576064618,42.792628,793.456346,836.249024,25.946448,377.496384,403.442832,432.806144,14.717223,1.044443,-15.070629,2020-09-30,REI,31.351672,1.155352
31.351672,8.639452000000002,1.155352,5.70505,0.18677900731563568,12.637403,0.080749473478869,0.16149014566558798,20.79989,642.656276,663.456192,36.941736,331.74864,368.690376,294.765824,27.255948,-13.554627,-28.043504,2020-12-31,REI,39.502532,16.264515
39.502532,27.675598000000004,16.264515,12.522546,0.12637199461460114,24.64419,0.02690276637657867,0.053584511619045753,24.769564,645.575905,670.345472,66.936332,327.257664,394.193996,276.15152,15.687684,-10.17737,-7.388438,2021-03-31,REI,47.760104,23.235252
251.987008,119.093008,27.317,3.904,0.023927999660372734,99.533,0.011693917508580521,0.027898906881398934,1015.936,4599.310816,5615.246848,350.472,3081.15712,3431.62912,2183.617984,140.622,-271.828992,130.04,2011-03-31,RRC,282.844,94.891
282.844,139.824992,94.891,64.542,0.22296500205993652,173.184992,0.015853520603617725,0.036787660116989744,443.888,4866.018944,5309.906944,352.04,2712.940032,3064.980032,2244.926976,168.883008,521.073984,-402.799008,2011-06-30,RRC,315.414016,90.157
315.414016,152.219008,90.157,45.234,0.15719500184059143,222.456992,0.01561568664267332,0.036062354179089554,290.769984,5185.708,5476.477952,406.927008,2745.797888,3152.724896,2323.75296,138.84,-392.249984,16.455,2011-09-30,RRC,349.478016,105.931
349.478016,183.375008,105.931,73.209,0.2921749949455261,203.023008,0.01841232756288883,0.04485053858441699,315.263008,5530.207104,5845.470208,511.932,2941.117952,3453.049952,2392.420032,161.15,-404.976,169.892,2011-12-31,RRC,314.384992,75.797
314.384992,103.69599999999998,75.797,46.421,0.2116979956626892,175.948,0.022598316014023918,0.05872477944683385,462.879008,5815.066144,6277.944832,554.534976,3330.320896,3884.855872,2393.088928,155.976992,-443.859008,410.688,2012-03-31,RRC,315.787008,49.675
315.787008,116.923008,49.675,-5.411,-0.06655599921941757,158.476992,0.014894969182948048,0.03787544662316846,372.343008,6171.550848,6543.894016,540.499968,3586.672896,4127.172864,2416.721024,126.969,-475.847008,226.138,2012-06-30,RRC,357.184,60.997
357.184,139.191008,60.997,-0.625,-0.004801999777555466,185.336992,0.010147197403184567,0.02673454827741686,270.535008,6387.184768,6657.719808,545.744,3830.14912,4375.89312,2281.827008,178.176992,-389.988,211.804,2012-09-30,RRC,418.342016,131.649
418.342016,205.976016,131.649,70.372,0.26917698979377747,279.137984,0.013409618349610804,0.035499361840851895,327.614016,6401.12104,6728.735232,455.143008,3916.199936,4371.342944,2357.392,185.976,-218.864,32.989,2012-12-31,RRC,419.662016,73.459
419.662016,178.259008,73.459,30.867,0.1515509933233261,188.56,0.009027838247625776,0.02551697397618984,370.64,6495.890912,6866.530816,607.662976,4001.476096,4609.139072,2257.391968,201.248992,-241.004992,39.698,2013-03-31,RRC,430.543008,128.779
430.543008,183.348,128.779,105.474,0.3323279917240143,249.515008,0.01845013291063363,0.051764349597626574,273.448,6656.733824,6930.182144,504.376,4040.02304,4544.39904,2385.782976,78.64,-87.087,8.537,2013-06-30,RRC,469.433984,121.465
469.433984,184.654976,121.465,84.095,0.3336850106716156,258.82,0.026052979936961422,0.0763183017987853,222.732,6807.89824,7030.629888,453.583008,4186.045952,4639.62896,2391.001024,222.976992,-343.040992,120.035,2013-09-30,RRC,481.436992,130.142
481.436992,227.364,130.142,62.223,0.4210509955883026,257.1,0.028861872587605385,0.08484543528349754,248.300992,7050.785248,7299.085824,495.560992,4389.072896,4884.633888,2414.452032,240.672,-312.303008,71.724,2013-12-31,RRC,511.753984,161.694
511.753984,223.308992,161.694,116.293,0.4603410065174103,290.376,0.035208351753736565,0.10733111753823515,279.344992,7203.43024,7482.77504,548.534976,4484.558848,5033.093824,2449.681056,181.220992,-276.236992,94.914,2014-03-31,RRC,552.086976,180.878
552.086976,261.362976,180.878,135.39,0.4252839982509613,339.230016,0.03643155739897189,0.09927267199633281,247.579008,7552.979064,7800.55808,558.870016,4221.513984,4780.384,3020.174144,260.302,-236.372,-23.884,2014-06-30,RRC,553.012992,235.122
553.012992,249.17798399999998,235.122,195.934,0.6881639957427979,377.572,0.044139805727871524,0.11960062973705546,236.642,7797.807744,8034.44992,466.412,4399.120896,4865.532896,3168.916992,213.415008,-359.328992,146.09,2014-09-30,RRC,527.256992,160.364992
527.256992,208.921984,160.364992,121.465,0.3944379985332489,309.936992,0.03010530699367989,0.07839838496998414,570.291968,8134.312176,8704.60416,639.676992,4607.49824,5247.175232,3457.428928,319.415008,-373.518016,54.083,2014-12-31,RRC,437.457984,80.575
437.457984,132.114976,80.575,41.368,0.1260180026292801,227.864992,0.03449360902011024,0.09321724465689785,510.639008,8334.247744,8844.88704,611.305024,4744.125952,5355.430976,3489.456,210.638,-377.66,167.092992,2015-03-31,RRC,404.617984,35.199
404.617984,86.47200000000001,35.199,-133.506,-0.52879798412323,187.094,0.014728182381231816,0.036711732999221584,373.608,8432.322784,8805.931008,506.752,4917.76512,5424.51712,3381.414144,159.504,-327.208992,167.707008,2015-06-30,RRC,415.857984,82.082
415.857984,87.50598400000001,82.082,39.178,0.04380200058221817,738.307968,0.0014872067817756976,0.0023775601948672186,423.428,7974.475872,8397.903872,465.812,4847.410176,5313.222176,3084.681984,145.418,-241.124992,95.676,2015-09-30,RRC,455.892,119.611
455.892,144.770016,119.611,78.762,0.27220699191093445,335.528992,0.00851964194236704,0.021239192443077808,439.073984,6460.957064,6900.030976,351.72,3788.653056,4140.373056,2759.65792,175.842,727.222016,-903.083008,2015-12-31,RRC,353.971008,-18.936
353.971008,41.64800000000001,-18.936,-56.675,-0.2540389895439148,144.664992,-0.0099412818168555,-0.02509208193645416,391.726016,6313.423808,6705.149952,338.233984,3695.571968,4033.805952,2671.344064,90.785,-14.893,-75.834,2016-03-31,RRC,362.672992,-42.392
362.672992,35.793984,-42.392,-80.15,-0.28327101469039917,79.998,-0.004734392430138517,-0.012297777591775786,145.712,6234.467016,6380.178944,339.612992,3575.63904,3915.252032,2464.927072,82.416,-59.389,-23.174,2016-06-30,RRC,401.764,21.58
401.764,57.784991999999995,21.58,-24.387,-0.0917539969086647,153.068992,-0.006110816071829232,-0.014105308224127418,379.209984,10948.049024,11327.258624,462.134016,5404.312064,5866.44608,5460.812952,32.636,-92.455,59.979,2016-09-30,RRC,590.257984,134.1
590.257984,193.61798399999998,134.1,87.351,0.25408101081848145,283.761984,-0.005310913672707426,-0.011876859353777768,281.883008,11000.36192,11282.244608,702.652992,5171.224064,5873.877056,5408.36808,181.231008,-142.098,-39.361,2016-12-31,RRC,606.916992,144.762
606.916992,188.712,144.762,97.661,0.2416429966688156,294.583008,0.006594980073207357,0.014483779466933272,297.536992,11124.208384,11421.745152,631.08,5208.188928,5839.268928,5582.476168,225.862,-193.120992,-32.51,2017-03-31,RRC,565.302016,72.188
565.302016,123.962016,72.188,24.262,0.05850299820303917,224.692,0.013514451194351388,0.029935528627158262,360.614016,11260.721536,11621.336064,596.992,5362.452992,5959.444992,5661.891032,185.466,-288.496992,103.006,2017-06-30,RRC,587.515008,66.629
587.515008,127.46700799999998,66.629,17.45,0.041092999279499054,290.056992,0.012914997047471871,0.026967173330219113,337.249984,11300.48896,11637.738496,671.366016,5428.893184,6100.2592,5537.479912,189.204,-310.175008,120.98,2017-09-30,RRC,651.062976,111.854
651.062976,187.035968,111.854,60.381,0.12414699792861938,274.772,0.035605286621258864,0.07326680134407929,429.233984,11299.607136,11728.840704,755.473024,5199.095808,5954.568832,5774.272256,215.722,-347.264,131.461,2017-12-31,RRC,765.532992,186.435008
765.532992,254.99699200000003,186.435008,134.05,0.37982699275016785,356.012992,0.013131436979970402,0.026628367043613616,337.947008,11392.220928,11730.167808,678.846016,5216.730112,5895.576128,5834.59216,370.572,-335.42,-35.073,2018-03-31,RRC,745.198976,105.758
745.198976,166.28799999999998,105.758,51.896,0.1548130065202713,282.086016,0.01491553400529521,0.0306085194606527,384.872,11441.204992,11826.076672,740.009024,5322.033152,6062.042176,5764.035088,174.943008,-290.220992,115.166,2018-06-30,RRC,810.894016,133.442
810.894016,185.63302400000003,133.442,78.641,0.23068200051784515,297.708,0.019008076331910744,0.03934588809350387,422.484,11443.651968,11866.135552,753.867008,5294.98112,6048.848128,5817.288112,229.432,-180.907008,-48.583,2018-09-30,RRC,880.689024,131.409
880.689024,160.387008,131.409,82.248,0.3262139856815338,279.318016,0.025747668986673477,0.05612866447170982,602.185024,9105.969024,9708.153856,754.811008,4893.912064,5648.723072,4059.431168,215.743008,111.114,-326.668992,2018-12-31,RRC,834.702016,158.763008
834.702016,216.48703999999998,158.763008,107.226,0.3224790096282959,297.480992,0.024059351063390785,0.05193698565558518,388.478016,9246.58572,9635.063808,670.8,4901.600768,5572.400768,4062.663168,260.694,-211.959008,-48.792,2019-03-31,RRC,689.691008,57.008
689.691008,101.98003200000001,57.008,5.281,0.012325000017881393,198.512992,0.02068420811594289,0.0448242990772358,459.099008,9269.208896,9728.308224,613.630976,4932.424192,5546.055168,4182.2528,184.822,-163.954,-20.849,2019-06-30,RRC,627.777024,28.057
627.777024,71.09503999999998,28.057,-18.94,-0.07370100170373917,168.316,0.014096253614752394,0.029279702252429915,412.457984,8441.740912,8854.199296,557.430016,4138.576896,4696.006912,4158.192256,103.915,574.089984,-678.158016,2019-09-30,RRC,637.148032,62.976
637.148032,118.28304,62.976,18.952,-0.2536340057849884,1294.470016,0.003739393440468605,0.009525480181846594,427.801984,6184.601104,6612.4032,566.544,3698.371072,4264.915072,2347.488256,132.412,-158.699008,26.479,2019-12-31,RRC,560.673984,46.343
560.673984,99.24499200000004,46.343,-1.175,-0.02642500028014183,226.328992,-0.00999841775090378,-0.024814916829827595,467.116992,6122.520928,6589.638144,490.124992,3624.924928,4115.04992,2474.58816,124.506,-139.864992,15.341,2020-03-31,RRC,502.348992,-7.378
502.348992,50.73599999999999,-7.378,-56.002,-0.19086100161075592,97.248,-0.01615962134146133,-0.04011480663833245,331.839008,6120.372224,6452.2112,530.252992,3586.141952,4116.394944,2335.815936,78.762,-124.494,45.772,2020-06-30,RRC,509.848992,19.597
509.848992,71.91199999999999,19.597,-28.402,-0.0943560004234314,117.719,-0.0059571349723333425,-0.015215585418550932,209.147008,5803.75088,6012.897792,630.12,3720.27392,4350.39392,1662.504192,-24.294,173.664992,-149.422,2020-09-30,RRC,530.743008,41.738
530.743008,94.517024,41.738,-6.788,-0.00047500000800937414,132.289,-0.033883649920346745,-0.1084044160093041,289.84,5847.095784,6136.935936,706.841024,3792.560128,4499.401152,1637.535232,89.706,-93.388,3.623,2020-12-31,RRC,626.032,105.794
626.032,168.70899199999997,105.794,67.4,0.21277399361133575,194.176992,-0.0017722400851705577,-0.006940985407661737,308.632,5866.027784,6174.660096,695.433984,3815.37792,4510.811904,1663.848192,109.252,-112.4,3.139,2021-03-31,RRC,644.092032,92.83
144.078,51.324,40.881,32.493,0.4699999988079071,93.802,0.03238352710764562,0.06551965998766945,108.07,1665.190944,1773.261056,154.342,715.036032,869.378032,903.882992,61.815,-126.898,-1.52,2011-03-31,SBOW,157.428,50.494
157.428,61.36,50.494,41.872,0.6100000143051147,106.31,0.03990906091803172,0.08014790243056279,100.596,1725.803016,1826.398976,142.540992,733.659008,876.2,950.199008,125.162,-112.849,0.221,2011-06-30,SBOW,142.532,35.834
142.532,47.212,35.834,27.395,0.38999998569488525,90.238,0.042782274029855634,0.08751912274622672,76.637,1847.83096,1924.467968,187.576992,765.398016,952.975008,971.49296,101.542,-117.923,0.082,2011-09-30,SBOW,155.092992,43.461
